Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,,Data as of,Start week,End Week,State,Sex,Age group,COVID-19 Deaths,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,45-54 years,23,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,55-64 years,41,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,65-74 years,104,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,75-84 years,168,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,85 years and over,226,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Female,All ages,570,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Carolina Total,All,All Ages,1222,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,55-64 years,11,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,65-74 years,11,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,75-84 years,13,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,85 years and over,20,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Male,All ages,61,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,45-54 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,75-84 years,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,85 years and over,22,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Female,All ages,43,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,North Dakota Total,All,All Ages,104,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,35-44 years,21,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,45-54 years,59,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,55-64 years,181,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,65-74 years,347,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,75-84 years,399,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,85 years and over,407,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Male,All ages,1419,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,45-54 years,24,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,55-64 years,89,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,65-74 years,191,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,75-84 years,384,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,85 years and over,584,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Female,All ages,1284,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Ohio Total,All,All Ages,2703,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,55-64 years,34,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,65-74 years,59,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,75-84 years,58,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,85 years and over,59,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Male,All ages,226,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,55-64 years,23,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,65-74 years,47,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,75-84 years,44,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,85 years and over,74,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Female,All ages,195,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oklahoma Total,All,All Ages,421,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,55-64 years,19,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,65-74 years,39,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,75-84 years,32,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,85 years and over,38,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Male,All ages,139,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,65-74 years,24,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,75-84 years,29,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,85 years and over,51,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Female,All ages,118,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Oregon Total,All,All Ages,257,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,25-34 years,17,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,35-44 years,38,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,45-54 years,157,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,55-64 years,414,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,65-74 years,763,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,75-84 years,990,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,85 years and over,1133,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Male,All ages,3517,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,35-44 years,17,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,45-54 years,65,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,55-64 years,239,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,65-74 years,535,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,75-84 years,862,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,85 years and over,1986,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Female,All ages,3710,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Pennsylvania Total,All,All Ages,7227,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,55-64 years,47,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,65-74 years,97,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,75-84 years,124,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,85 years and over,137,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Male,All ages,422,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,5-14 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,55-64 years,20,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,65-74 years,72,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,75-84 years,120,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,85 years and over,295,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Female,All ages,516,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island,Unknown,All ages,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Rhode Island Total,All,All Ages,940,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,35-44 years,12,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,45-54 years,20,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,55-64 years,73,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,65-74 years,124,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,75-84 years,161,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,85 years and over,92,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Male,All ages,488,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,45-54 years,21,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,55-64 years,60,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,65-74 years,122,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,75-84 years,131,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,85 years and over,141,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Female,All ages,479,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Carolina Total,All,All Ages,967,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,35-44 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,55-64 years,17,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,65-74 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,75-84 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,85 years and over,14,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Male,All ages,57,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,15-24 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,25-34 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,35-44 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,45-54 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,55-64 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,65-74 years,11,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,75-84 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,85 years and over,26,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Female,All ages,59,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota,Unknown,All ages,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,South Dakota Total,All,All Ages,116,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,Under 1 year,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,1-4 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,25-34 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,35-44 years,13,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,45-54 years,24,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,55-64 years,66,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,65-74 years,97,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,75-84 years,118,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,85 years and over,52,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Male,All ages,376,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,Under 1 year,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,1-4 years,,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,5-14 years,0,,,,,,,,,,,,,,,,,,,,,,,,
7/22/20,2/1/20,7/11/20,Tennessee,Female,15-24 years,0,,,,,,,,,,,,,,,,,,,,,,,,
