Active,Confirmed,Date,Deaths,Fatality Rate,Recovered,State Name,State,Active Diff,Confirmed Diff,Deaths Diff,Recovered Diff,Lat,Lon,Land Area (mi2),Population,Population Density,Per Capita Income,Median Household Income
16313,16631,2020-04-08,318,0.0191,0,Pennsylvania,PA,1707,1778,71,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
17955,18300,2020-04-09,345,0.0189,0,Pennsylvania,PA,1642,1669,27,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
19633,20051,2020-04-10,418,0.0208,0,Pennsylvania,PA,1678,1751,73,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
21216,21719,2020-04-11,503,0.0232,0,Pennsylvania,PA,1583,1668,85,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
22381,22938,2020-04-12,557,0.0243,0,Pennsylvania,PA,1165,1219,54,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
23703,24292,2020-04-13,589,0.0242,0,Pennsylvania,PA,1322,1354,32,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
24774,25465,2020-04-14,691,0.0271,0,Pennsylvania,PA,1071,1173,102,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
25974,26753,2020-04-15,779,0.0291,0,Pennsylvania,PA,1200,1288,88,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
27417,28258,2020-04-16,841,0.0298,0,Pennsylvania,PA,1443,1505,62,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
28967,29888,2020-04-17,921,0.0308,0,Pennsylvania,PA,1550,1630,80,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
30610,31652,2020-04-18,1042,0.0329,0,Pennsylvania,PA,1643,1764,121,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
31626,32902,2020-04-19,1276,0.0388,0,Pennsylvania,PA,1016,1250,234,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
32566,33914,2020-04-20,1348,0.0397,0,Pennsylvania,PA,940,1012,72,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
33635,35249,2020-04-21,1614,0.0458,0,Pennsylvania,PA,1069,1335,266,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
34409,36082,2020-04-22,1673,0.0464,0,Pennsylvania,PA,774,833,59,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
36655,38379,2020-04-23,1724,0.0449,0,Pennsylvania,PA,2246,2297,51,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
38461,40208,2020-04-24,1747,0.0434,0,Pennsylvania,PA,1806,1829,23,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
39360,41153,2020-04-25,1793,0.0436,0,Pennsylvania,PA,899,945,46,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
40800,42616,2020-04-26,1816,0.0426,0,Pennsylvania,PA,1440,1463,23,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
41672,43558,2020-04-27,1886,0.0433,0,Pennsylvania,PA,872,942,70,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
43091,45137,2020-04-28,2046,0.0453,0,Pennsylvania,PA,1419,1579,160,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
43954,46327,2020-04-29,2373,0.0512,0,Pennsylvania,PA,863,1190,327,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
45496,47971,2020-04-30,2475,0.0516,0,Pennsylvania,PA,1542,1644,102,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
46944,49579,2020-05-01,2635,0.0531,0,Pennsylvania,PA,1448,1608,160,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
47799,50494,2020-05-02,2695,0.0534,0,Pennsylvania,PA,855,915,60,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
48505,51225,2020-05-03,2720,0.0531,0,Pennsylvania,PA,706,731,25,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
49978,52816,2020-05-04,2838,0.0537,0,Pennsylvania,PA,1473,1591,118,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
50685,53864,2020-05-05,3179,0.059000000000000004,0,Pennsylvania,PA,707,1048,341,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
51455,54800,2020-05-06,3345,0.061,0,Pennsylvania,PA,770,936,166,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
52367,55956,2020-05-07,3589,0.0641,0,Pennsylvania,PA,912,1156,244,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
53656,57371,2020-05-08,3715,0.0648,0,Pennsylvania,PA,1289,1415,126,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
54781,58560,2020-05-09,3779,0.0645,0,Pennsylvania,PA,1125,1189,64,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
56133,59939,2020-05-10,3806,0.0635,0,Pennsylvania,PA,1352,1379,27,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
56627,60459,2020-05-11,3832,0.0634,0,Pennsylvania,PA,494,520,26,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
57396,61310,2020-05-12,3914,0.0638,0,Pennsylvania,PA,769,851,82,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
58007,62101,2020-05-13,4094,0.0659,0,Pennsylvania,PA,611,791,180,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
58817,63105,2020-05-14,4288,0.068,0,Pennsylvania,PA,810,1004,194,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
59714,64136,2020-05-15,4422,0.0689,0,Pennsylvania,PA,897,1031,134,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
60705,65185,2020-05-16,4480,0.0687,0,Pennsylvania,PA,991,1049,58,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
61205,65700,2020-05-17,4495,0.0684,0,Pennsylvania,PA,500,515,15,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
62154,66669,2020-05-18,4515,0.0677,0,Pennsylvania,PA,949,969,20,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
62683,67311,2020-05-19,4628,0.0688,0,Pennsylvania,PA,529,642,113,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
63356,68126,2020-05-20,4770,0.07,0,Pennsylvania,PA,673,815,142,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
64383,69252,2020-05-21,4869,0.0703,0,Pennsylvania,PA,1027,1126,99,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
65201,70211,2020-05-22,5010,0.0714,0,Pennsylvania,PA,818,959,141,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
65897,71009,2020-05-23,5112,0.07200000000000001,0,Pennsylvania,PA,696,798,102,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
66427,71563,2020-05-24,5136,0.0718,0,Pennsylvania,PA,530,554,24,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
66779,71925,2020-05-25,5146,0.0715,0,Pennsylvania,PA,352,362,10,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
67615,72778,2020-05-26,5163,0.0709,0,Pennsylvania,PA,836,853,17,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
68292,73557,2020-05-27,5265,0.0716,0,Pennsylvania,PA,677,779,102,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
68847,74220,2020-05-28,5373,0.0724,0,Pennsylvania,PA,555,663,108,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
69520,74984,2020-05-29,5464,0.0729,0,Pennsylvania,PA,673,764,91,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
70160,75697,2020-05-30,5537,0.0731,0,Pennsylvania,PA,640,713,73,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
70574,76129,2020-05-31,5555,0.073,0,Pennsylvania,PA,414,432,18,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
71079,76646,2020-06-01,5567,0.0726,0,Pennsylvania,PA,505,517,12,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
71558,77225,2020-06-02,5667,0.0734,0,Pennsylvania,PA,479,579,100,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
72038,77780,2020-06-03,5742,0.0738,0,Pennsylvania,PA,480,555,75,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
72503,78335,2020-06-04,5832,0.0744,0,Pennsylvania,PA,465,555,90,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
72917,78815,2020-06-05,5898,0.0748,0,Pennsylvania,PA,414,480,66,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
73574,79505,2020-06-06,5931,0.0746,0,Pennsylvania,PA,657,690,33,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
73965,79908,2020-06-07,5943,0.0744,0,Pennsylvania,PA,391,403,12,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
74386,80339,2020-06-08,5953,0.0741,0,Pennsylvania,PA,421,431,10,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
74856,80870,2020-06-09,6014,0.0744,0,Pennsylvania,PA,470,531,61,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
75254,81316,2020-06-10,6062,0.0745,0,Pennsylvania,PA,398,446,48,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
75735,81848,2020-06-11,6113,0.0747,0,Pennsylvania,PA,481,532,51,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
76319,82481,2020-06-12,6162,0.0747,0,Pennsylvania,PA,584,633,49,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
76733,82944,2020-06-13,6211,0.0749,0,Pennsylvania,PA,414,463,49,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
76988,83203,2020-06-14,6215,0.0747,0,Pennsylvania,PA,255,259,4,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
77346,83589,2020-06-15,6243,0.0747,0,Pennsylvania,PA,358,386,28,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
77702,83978,2020-06-16,6276,0.0747,0,Pennsylvania,PA,356,389,33,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
77970,84289,2020-06-17,6319,0.075,0,Pennsylvania,PA,268,311,43,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
78322,84683,2020-06-18,6361,0.0751,0,Pennsylvania,PA,352,394,42,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
78800,85199,2020-06-19,6399,0.0751,0,Pennsylvania,PA,478,516,38,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
79171,85590,2020-06-20,6419,0.075,0,Pennsylvania,PA,371,391,20,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
79512,85935,2020-06-21,6423,0.0747,0,Pennsylvania,PA,341,345,4,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
80150,86576,2020-06-22,6426,0.0742,0,Pennsylvania,PA,638,641,3,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
80744,87208,2020-06-23,6464,0.0741,0,Pennsylvania,PA,594,632,38,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
81167,87685,2020-06-24,6518,0.0743,0,Pennsylvania,PA,423,477,54,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
81584,88141,2020-06-25,6557,0.0744,0,Pennsylvania,PA,417,456,39,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
82281,88860,2020-06-26,6579,0.07400000000000001,0,Pennsylvania,PA,697,719,22,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
82843,89446,2020-06-27,6603,0.0738,0,Pennsylvania,PA,562,586,24,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
83257,89863,2020-06-28,6606,0.0735,0,Pennsylvania,PA,414,417,3,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
83853,90467,2020-06-29,6614,0.0731,0,Pennsylvania,PA,596,604,8,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
84490,91139,2020-06-30,6649,0.073,0,Pennsylvania,PA,637,672,35,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
85091,91775,2020-07-01,6684,0.0728,0,Pennsylvania,PA,601,636,35,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
85900,92612,2020-07-02,6712,0.0725,0,Pennsylvania,PA,809,837,28,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
86646,93392,2020-07-03,6746,0.0722,0,Pennsylvania,PA,746,780,34,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
87173,93922,2020-07-04,6749,0.0719,0,Pennsylvania,PA,527,530,3,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
87650,94403,2020-07-05,6753,0.0715,0,Pennsylvania,PA,477,481,4,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
88346,95100,2020-07-06,6754,0.071,0,Pennsylvania,PA,696,697,1,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
89111,95898,2020-07-07,6787,0.0708,0,Pennsylvania,PA,765,798,33,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
89913,96725,2020-07-08,6812,0.0704,0,Pennsylvania,PA,802,827,25,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
90694,97542,2020-07-09,6848,0.0702,0,Pennsylvania,PA,781,817,36,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
91602,98482,2020-07-10,6880,0.0699,0,Pennsylvania,PA,908,940,32,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
92319,99216,2020-07-11,6897,0.0695,0,Pennsylvania,PA,717,734,17,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
92890,99794,2020-07-12,6904,0.0692,0,Pennsylvania,PA,571,578,7,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
93419,100330,2020-07-13,6911,0.0689,0,Pennsylvania,PA,529,536,7,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
94335,101266,2020-07-14,6931,0.0684,0,Pennsylvania,PA,916,936,20,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
95312,102269,2020-07-15,6957,0.068,0,Pennsylvania,PA,977,1003,26,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
96091,103075,2020-07-16,6984,0.0678,0,Pennsylvania,PA,779,806,27,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
97075,104079,2020-07-17,7004,0.0673,0,Pennsylvania,PA,984,1004,20,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
97765,104780,2020-07-18,7015,0.0669,0,Pennsylvania,PA,690,701,11,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
98362,105384,2020-07-19,7022,0.0666,0,Pennsylvania,PA,597,604,7,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
94720,101738,2020-07-20,7018,0.069,0,Pennsylvania,PA,-3642,-3646,-4,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
100409,107460,2020-07-21,7051,0.0656,0,Pennsylvania,PA,5689,5722,33,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
101110,108187,2020-07-22,7077,0.0654,0,Pennsylvania,PA,701,727,26,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
101944,109037,2020-07-23,7093,0.0651,0,Pennsylvania,PA,834,850,16,0,40.5908,-77.2098,44598.07,12745021.0,285.7751691945414,32958.47541459524,54836.5
3,3,2020-03-10,0,0.0,0,Rhode Island,RI,0,0,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
5,5,2020-03-11,0,0.0,0,Rhode Island,RI,2,2,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
5,5,2020-03-12,0,0.0,0,Rhode Island,RI,0,0,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
14,14,2020-03-13,0,0.0,0,Rhode Island,RI,9,9,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
20,20,2020-03-14,0,0.0,0,Rhode Island,RI,6,6,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
20,20,2020-03-15,0,0.0,0,Rhode Island,RI,0,0,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
21,21,2020-03-16,0,0.0,0,Rhode Island,RI,1,1,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
23,23,2020-03-17,0,0.0,0,Rhode Island,RI,2,2,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
33,33,2020-03-18,0,0.0,0,Rhode Island,RI,10,10,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
44,44,2020-03-19,0,0.0,0,Rhode Island,RI,11,11,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
54,54,2020-03-20,0,0.0,0,Rhode Island,RI,10,10,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
66,66,2020-03-21,0,0.0,0,Rhode Island,RI,12,12,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
83,83,2020-03-22,0,0.0,0,Rhode Island,RI,17,17,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
106,106,2020-03-23,0,0.0,0,Rhode Island,RI,23,23,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
124,124,2020-03-24,0,0.0,0,Rhode Island,RI,18,18,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
132,132,2020-03-25,0,0.0,0,Rhode Island,RI,8,8,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
165,165,2020-03-26,0,0.0,0,Rhode Island,RI,33,33,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
203,203,2020-03-27,0,0.0,0,Rhode Island,RI,38,38,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
237,239,2020-03-28,2,0.0084,0,Rhode Island,RI,34,36,2,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
291,294,2020-03-29,3,0.0102,0,Rhode Island,RI,54,55,1,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
404,408,2020-03-30,4,0.0098,0,Rhode Island,RI,113,114,1,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
480,488,2020-03-31,8,0.0164,0,Rhode Island,RI,76,80,4,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
556,566,2020-04-01,10,0.0177,0,Rhode Island,RI,76,78,2,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
633,645,2020-04-02,12,0.0186,0,Rhode Island,RI,77,79,2,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
697,711,2020-04-03,14,0.0197,0,Rhode Island,RI,64,66,2,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
789,806,2020-04-04,17,0.0211,0,Rhode Island,RI,92,95,3,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
897,922,2020-04-05,25,0.0271,0,Rhode Island,RI,108,116,8,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
1055,1082,2020-04-06,27,0.025,0,Rhode Island,RI,158,160,2,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
1199,1229,2020-04-07,30,0.0244,0,Rhode Island,RI,144,147,3,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
1415,1450,2020-04-08,35,0.0241,0,Rhode Island,RI,216,221,5,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
1684,1727,2020-04-09,43,0.0249,0,Rhode Island,RI,269,277,8,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
1684,1727,2020-04-10,43,0.0249,0,Rhode Island,RI,0,0,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
2293,2349,2020-04-11,56,0.0238,0,Rhode Island,RI,609,622,13,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
2602,2665,2020-04-12,63,0.0236,0,Rhode Island,RI,309,316,7,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
2602,2665,2020-04-13,63,0.0236,0,Rhode Island,RI,0,0,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
3171,3251,2020-04-14,80,0.0246,0,Rhode Island,RI,569,586,17,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
3171,3251,2020-04-15,80,0.0246,0,Rhode Island,RI,0,0,0,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
3442,3529,2020-04-16,87,0.0247,0,Rhode Island,RI,271,278,7,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
4059,4177,2020-04-17,118,0.0282,0,Rhode Island,RI,617,648,31,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
4354,4491,2020-04-18,137,0.0305,0,Rhode Island,RI,295,314,19,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
4556,4706,2020-04-19,150,0.0319,0,Rhode Island,RI,202,215,13,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
4935,5090,2020-04-20,155,0.0305,0,Rhode Island,RI,379,384,5,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
5329,5500,2020-04-21,171,0.0311,0,Rhode Island,RI,394,410,16,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
5660,5841,2020-04-22,181,0.031,0,Rhode Island,RI,331,341,10,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
6067,6256,2020-04-23,189,0.0302,0,Rhode Island,RI,407,415,8,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
6497,6699,2020-04-24,202,0.0302,0,Rhode Island,RI,430,443,13,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
6914,7129,2020-04-25,215,0.0302,0,Rhode Island,RI,417,430,13,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
7213,7439,2020-04-26,226,0.0304,0,Rhode Island,RI,299,310,11,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
7475,7708,2020-04-27,233,0.0302,0,Rhode Island,RI,262,269,7,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
7688,7927,2020-04-28,239,0.0302,0,Rhode Island,RI,213,219,6,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
7996,8247,2020-04-29,251,0.0304,0,Rhode Island,RI,308,320,12,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
8355,8621,2020-04-30,266,0.0309,0,Rhode Island,RI,359,374,15,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
8683,8962,2020-05-01,279,0.0311,0,Rhode Island,RI,328,341,13,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
8993,9289,2020-05-02,296,0.0319,0,Rhode Island,RI,310,327,17,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
9157,9477,2020-05-03,320,0.0338,0,Rhode Island,RI,164,188,24,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
9311,9652,2020-05-04,341,0.0353,0,Rhode Island,RI,154,175,21,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
9578,9933,2020-05-05,355,0.0357,0,Rhode Island,RI,267,281,14,0,41.6809,-71.5118,1024.57,1053151.0,1027.8956049855062,34638.08007968468,75143.0
